transaction_id,user_id,amount_try,payment_type,foreign_request,days_since_request,velocity_6h,velocity_24h,velocity_4w,source,session_length_in_minutes,device_os,keep_alive_session,device_fraud_count,fraud_bool,month,currency,bank_name,username
tx_1,1,-1.1812825709169563,AC,0,0.0136463147660998,6144.355349386033,4527.499762934091,5197.574254125301,INTERNET,7.9699239147263965,windows,0,0,0,2,TRY,Ziraat,melike
tx_2,1,20.29021280825577,AA,0,0.0042484328777735,4429.537325012818,5195.281752678879,4324.383247029112,INTERNET,3.82285213614334,other,0,0,0,4,TRY,Garanti,melike
tx_3,1,15.41602896272116,AA,0,0.0168096145743453,7382.483187188968,6212.483403566521,4215.143368797301,INTERNET,4.127757843102705,macintosh,0,0,0,3,TRY,Ziraat,melike
tx_4,1,-1.1810847143971404,AB,0,0.0269004105235971,11260.497605169348,7680.176451853808,5608.357925521192,INTERNET,3.4161153712507213,other,1,0,0,1,TRY,Ziraat,melike
tx_5,1,19.17540486080767,AA,0,0.0301310864100037,3731.551502821205,2988.410301695808,3095.599941120849,INTERNET,8.31027370780348,other,1,0,0,7,TRY,Garanti,melike
tx_6,1,-0.9970562097699422,AC,0,0.0105859058748055,5103.045562441039,2941.408514737045,4676.391999530788,INTERNET,2.0113414246139505,linux,0,0,1,3,TRY,Garanti,melike
tx_7,1,-0.6274422891148199,AC,0,0.0198192578796026,8641.660069971838,5842.376956111461,4844.524768411936,INTERNET,1.8856745135875623,other,1,0,0,4,TRY,Garanti,melike
tx_8,1,-1.4288589571871322,AB,0,0.0012070703966036,3997.258798105586,2552.402056807888,4350.578475963154,INTERNET,8.879872239149712,linux,1,0,0,6,TRY,Ziraat,melike
tx_9,1,-0.7331981229987394,AD,0,0.0004451361429362,7505.731286996808,5537.517335173902,4171.629585547085,INTERNET,1.488172577916398,other,1,0,0,4,TRY,Garanti,melike
tx_10,1,-1.4871641896330765,AD,0,0.020100587335781,3689.045213606043,4866.9888856496445,4714.077362561037,INTERNET,3.504314944776173,linux,1,0,0,3,TRY,Ziraat,melike
tx_11,2,-0.6993686923391335,AB,0,0.0137075831082159,1208.2127932995932,4071.996971282914,3769.191512692525,INTERNET,1.4507565542948808,windows,1,0,0,7,TRY,VakıfBank,onur0002
tx_12,2,-1.0014310246956046,AB,0,0.0099475360057709,4471.341027942901,3073.43788560639,4929.292833192915,INTERNET,60.10292333387433,windows,0,0,0,3,TRY,VakıfBank,onur0002
tx_13,2,21.074925961019925,AA,0,0.0020259282439742,1887.019313729324,3290.7302354757508,5005.59537748299,INTERNET,5.640720163708763,other,1,0,0,3,TRY,VakıfBank,onur0002
tx_14,2,-1.4490207786101608,AB,0,0.0007544840267976,5397.311782577289,4340.590987575227,5299.007154129726,INTERNET,4.613574095067324,linux,1,0,0,1,TRY,VakıfBank,onur0002
tx_15,2,26.72448186145744,AA,0,0.0125467951586835,8691.451695250022,5598.663043676348,5515.148043821659,INTERNET,7.734129505142477,linux,1,0,0,1,TRY,VakıfBank,onur0002
tx_16,2,-1.1297311869118605,AB,0,0.0008482834265799,4403.379978934063,5203.602247739274,4256.119494842207,INTERNET,3.4045983116617164,windows,0,0,0,6,TRY,VakıfBank,onur0002
tx_17,2,-1.1668675423157333,AB,0,0.0212530442770324,12485.48323611313,7245.41358481389,5508.369797197984,INTERNET,10.9673978972539,other,1,0,0,1,TRY,VakıfBank,onur0002
tx_18,2,-1.2126170662732436,AC,0,0.0247716050295136,6014.8847203752575,5049.75423729318,4176.835493328996,INTERNET,0.9109713162549198,linux,0,0,0,5,TRY,VakıfBank,onur0002
tx_19,2,-1.277377468533922,AC,0,0.0203640439856753,1768.0598768098328,5529.0705429051295,4947.8230093923685,INTERNET,5.00958801465468,other,0,0,0,5,TRY,VakıfBank,onur0002
tx_20,2,-1.3449878518680454,AB,0,0.0280389341331243,1656.4559504788606,2753.5117173130247,3186.3499446796745,INTERNET,3.617313518463696,other,0,0,0,7,TRY,VakıfBank,onur0002
tx_21,3,48.23418969108988,AA,0,0.001334903976014,3261.973873411044,4070.653788616347,4197.0360286521645,INTERNET,3.747748168849151,linux,1,0,0,3,TRY,İş Bankası,yaren0003
tx_22,3,-0.7288924800420193,AB,0,0.0030087428598396,4697.128515976317,3631.214127119431,4233.505692808039,INTERNET,23.80187444035561,linux,1,0,0,5,TRY,İş Bankası,yaren0003
tx_23,3,51.84740873988239,AA,0,20.2777227581204,9491.032225716865,7082.344326383985,5226.786386514966,INTERNET,16.578546076605857,windows,1,0,0,2,TRY,İş Bankası,yaren0003
tx_24,3,-0.8561372285954137,AB,0,0.0124575550630095,1403.2539247599054,3446.9018844881684,5380.83641204195,INTERNET,6.235869606431898,linux,1,0,0,2,TRY,İş Bankası,yaren0003
tx_25,3,-0.892990403536228,AB,0,0.0035384261227992,10183.638346036152,5833.254578577959,6588.04840927141,INTERNET,28.700146902610985,windows,1,0,0,0,TRY,İş Bankası,yaren0003
tx_26,3,-1.62538597442586,AC,0,0.0215556536719616,6394.857281562313,3840.878338903244,3218.036879300488,INTERNET,1.5832480950727328,linux,1,0,0,5,TRY,İş Bankası,yaren0003
tx_27,3,-0.2541646727170808,AC,0,0.032345888969542,6704.29025831831,4223.723406877421,3156.697296180713,INTERNET,2.694687928038751,other,1,0,0,7,TRY,İş Bankası,yaren0003
tx_28,3,-0.6668895405365027,AB,0,0.0146690551557276,6316.8785307001,3745.41143743936,4972.15519218125,INTERNET,1.9521962488608071,other,1,0,0,3,TRY,İş Bankası,yaren0003
tx_29,3,-1.4352793878077437,AD,0,0.0292941012969075,7182.1067070729005,5473.9899714402645,4793.5832070510905,INTERNET,3.794024967875506,linux,1,0,0,4,TRY,İş Bankası,yaren0003
tx_30,3,-1.3141887771427228,AC,0,0.0154663533932336,4639.582723734769,3070.856639885499,3092.4240424620507,INTERNET,4.872328983249097,windows,1,0,0,7,TRY,İş Bankası,yaren0003
tx_31,4,37.30857086624333,AA,0,10.447371345431224,7759.097560950107,5780.241412154811,5544.548958148879,INTERNET,14.264435627368204,windows,1,0,0,1,TRY,Enpara,tolga0004
tx_32,4,95.77643858735664,AA,0,0.0062994005530437,5349.50277483858,6990.65489803012,4383.9557145840445,INTERNET,6.15249764217979,linux,0,0,0,4,TRY,Enpara,tolga0004
tx_33,4,-1.4743039192679113,AB,0,0.010672049854182,4422.215550173354,3599.554574119243,4267.475952422221,INTERNET,4.697365995423288,linux,1,0,0,6,TRY,Enpara,tolga0004
tx_34,4,-0.979570367555732,AB,0,0.0051352804386606,6745.691613324349,4503.155225435632,5179.958413890025,INTERNET,5.538835870783557,linux,0,0,0,3,TRY,Enpara,tolga0004
tx_35,4,12.173857445656688,AA,0,0.0003611253437026,6454.1301485651575,4399.44337573324,5197.893036408264,INTERNET,35.798921944306194,windows,0,0,0,3,TRY,Enpara,tolga0004
tx_36,4,105.49288126435312,AA,0,0.0335356642169967,8002.09484754,7020.557358845474,5401.42237343335,INTERNET,2.3715189827707883,windows,0,0,0,1,TRY,Enpara,tolga0004
tx_37,4,-1.358825840042507,AC,0,0.0237291774327151,4250.717874168864,3378.198998368487,4063.36832886198,INTERNET,12.24790085002372,linux,1,0,0,6,TRY,Akbank,tolga0004
tx_38,4,-1.0516848358899054,AC,0,8.995997491022788,4566.428506293864,5398.379177310069,3079.089559242878,INTERNET,7.214574924764979,other,0,0,0,7,TRY,Akbank,tolga0004
tx_39,4,-0.8497698368798935,AD,0,0.0024899332099223,3164.746228427071,2292.900809382116,3179.1172270577044,INTERNET,2.5536113549312427,windows,0,0,0,7,TRY,Akbank,tolga0004
tx_40,4,-0.4216426413560888,AB,0,0.0054174863766349,6406.593510600722,5931.236918385467,5082.870638025258,INTERNET,3.609424771761972,windows,0,0,0,3,TRY,Enpara,tolga0004
tx_41,5,14.885023476608422,AA,0,0.0382434909340951,3367.8525149116967,1950.7836487098875,4773.219106218438,INTERNET,2.860177412371008,linux,1,0,0,6,TRY,VakıfBank,yigit0005
tx_42,5,51.70565760404816,AA,0,0.0058246133520148,5468.441394500949,3162.250246964612,4311.988358185768,INTERNET,4.204741373581763,linux,0,0,0,6,TRY,Ziraat,yigit0005
tx_43,5,-0.6593865693898773,AB,0,9.998216592978856,6398.252882881698,5189.0808662104855,4884.604250141118,INTERNET,3.13620866112428,linux,1,0,0,4,TRY,VakıfBank,yigit0005
tx_44,5,-1.6812663214725048,AC,0,0.0144267270642724,1058.619357292053,2955.654471201433,4286.287543563448,INTERNET,9.166707843543282,linux,0,0,0,6,TRY,VakıfBank,yigit0005
tx_45,5,43.42433843935228,AA,0,0.0211280420171584,3516.782452237624,3816.054318781726,5921.669714747901,INTERNET,13.488541272177994,linux,1,0,0,0,TRY,Ziraat,yigit0005
tx_46,5,-0.5024861250516555,AD,0,0.0354344969829387,1451.643901220836,2245.7112067386315,3083.982160103152,INTERNET,1.5762708627966229,other,1,0,0,7,TRY,Ziraat,yigit0005
